"nama_usaha","alamat","lama usaha","tahun","kemitraan","aset (jutaan)","omzet (ribuan) perbulan","jml_naker","surat Izin"
"BATIK TULIS/ MUS","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","45000000","22000000","1","tidak memiliki"
"BATIK TULIS/AYANI","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","45000000","42000000","1","tidak memiliki"
"BATIK TULIS - SUHA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","23","2000","4","45000000","43000000","1","tidak memiliki"
"BATIK TULIS - SAPARA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","45000000","46000000","1","tidak memiliki"
"BATIK TULIS - NUR","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","45000000","46000000","1","tidak memiliki"
"BATIK TULIS - SUDAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","45000000","50000000","1","SIUP"
"BATIK TULIS - B.IAYAN","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","45000000","50000000","1","proses pengurusan"
"BATIK TULIS - SUNIPAH B","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","45000000","50400000","1","tidak memiliki"
"BATIK TULIS - HJ.RUPA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","45000000","57600000","1","tidak memiliki"
"BATIK TULIS/RUSTIAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","29","1994","4","46000000","35000000","1","tidak memiliki"
"BATIK TULIS/PUSIAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","46000000","41000000","1","tidak memiliki"
"BATIK TULIS/ MARYAMAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","27","1996","4","46000000","45000000","1","tidak memiliki"
"BATIK TULIS /JUMRIYAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","33","1990","4","47000000","39000000","1","tidak memiliki"
"BATIK TULIIS - HJ.SIPAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","35","1988","4","47000000","43000000","1","SIUP"
"BATIK TULIS/RUM","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","47000000","45000000","1","tidak memiliki"
"BATIK TULIS - SUKIYAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","43","1980","4","47000000","46000000","1","tidak memiliki"
"BATIK TULIS -WASIAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","24","1999","4","47000000","46000000","1","tidak memiliki"
"BATIK TULIS/MARDIAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","47000000","50000000","1","tidak memiliki"
"BATIK TULIS/NUR","DSN BAJIK (KECAMATAN TANJUNG BUMI)","28","1995","4","48000000","35000000","1","tidak memiliki"
"BATIK TULIS - MARIA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","34","1989","4","48000000","40000000","1","tidak memiliki"
"BATIK TULIS/JUHARIAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","33","1990","4","48000000","41000000","1","SIUP"
"BATIK TULIS/ HALIMA","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","48000000","42000000","1","tidak memiliki"
"BATIK TULIS -SUREA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","32","1991","4","48000000","43000000","1","tidak memiliki"
"BATIK TULIS/ MAIMUNAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","49000000","40000000","1","tidak memiliki"
"BATIK TULIS/ SUSI","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","49000000","45000000","1","tidak memiliki"
"BATIK TULIS/MARIA","DSN BAJIK (KECAMATAN TANJUNG BUMI)","27","1996","4","50000000","40000000","1","tidak memiliki"
"BATIK TULIS/LIN","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","50000000","42000000","1","tidak memiliki"
"BATIK TULIS - SENATI","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","50000000","43000000","1","SIUP"
"BATIK TULIS - SUNIYAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","38","1985","4","50000000","43200000","1","tidak memiliki"
"BATIK TULIS - LIPAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","43","1980","4","50000000","46000000","1","tidak memiliki"
"BATIK TULIS -SAHLA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","43","1980","4","50000000","48000000","1","tidak memiliki"
"TANI JAGUNG -NORIYAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","50000000","50000000","1","tidak memiliki"
"BATIK TULIIS - UUS","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","50000000","50000000","1","tidak memiliki"
"BATIK TULIS - SAIRAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","50000000","52200000","1","tidak memiliki"
"BATIK TUULIS - HJ.MINA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","50000000","54000000","1","tidak memiliki"
"BATIK TULIS - B.BUSRI","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","50000000","60000000","1","tidak memiliki"
"BATIK TULIS - RIRIN","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","50000000","70000000","1","tidak memiliki"
"BATIK TULIS - NURWATI","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","32","1991","4","50000000","72000000","1","tidak memiliki"
"BATIK TULIS/ HASIAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","51000000","48000000","1","tidak memiliki"
"BATIK TULIS/NARTI","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","51000000","50000000","1","tidak memiliki"
"BATIK TULIS/SULAIMAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","52000000","48000000","1","tidak memiliki"
"BATIK TULIS - TALI","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","55000000","52000000","1","tidak memiliki"
"BATIK TULIS -ERNI","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","55000000","52000000","1","tidak memiliki"
"BATIK TULIS - HOY","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","55000000","60000000","1","tidak memiliki"
"BATIK TULIS - RODIAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","60000000","46000000","1","tidak memiliki"
"BATIK TULIS - HOSNAWIA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","27","1996","4","60000000","60000000","1","tidak memiliki"
"BATIK TULIS - HOMISAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","60000000","65000000","1","SIUP"
"BATIK TULIS -  SIMAH","DSN. SOKKAH (KECAMATAN TANJUNG BUMI)","12","2011","4","83000000","21100000","1","SIUP"
"BATIK TULIS - MARIJAN","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","250000000","140000000","1","tidak memiliki"
"BATIK TULIS - ST.AMINA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","38","1985","4","40000000","46000000","1","tidak memiliki"
"BATIK TULIS/ LIMAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","29","1994","8","47000000","39000000","1","tidak memiliki"
"BATIK TULIS - NURYATI","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","43","1980","8","55000000","57600000","1","tidak memiliki"
"BATIK TULIS - B.SUDI","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","41","1982","8","60000000","62000000","1","tidak memiliki"
"BATIK-MISARA","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","30","1993","8","145000000","60000000","1","tidak memiliki"
"USAHA BATIK - RIWANI","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","26","1997","8","150000000","25000000","1","proses pengurusan"
"BATIK TULIS-KURSIYAH","DSN. BATES, PASESEH (KECAMATAN TANJUNG BUMI)","25","1998","8","150000000","67000000","1","tidak memiliki"
"BATIK -SAK ODAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","20","2003","8","178000000","37500000","1","tidak memiliki"
"USAHA BATIK -SISEH","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","24","1999","8","180000000","25000000","1","tidak memiliki"
"USAHA BATIK - SUMRAN","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","19","2004","8","180000000","30000000","1","tidak memiliki"
"BATIK TULIS HADIYAH","DSN WAKDUWAK (KECAMATAN TANJUNG BUMI)","21","2002","8","200000000","7000000","1","tidak memiliki"
"BATIK-RUSEH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","20","2003","8","200000000","30000000","1","tidak memiliki"
"BATIK-NURHABIBAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","20","2003","8","200000000","69000000","1","tidak memiliki"
"BATIK TULIS-JUMANIYAH","DSN. BATES, PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","200000000","90000000","1","tidak memiliki"
"USAHA BATIK - MARYATON","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","26","1997","8","210000000","35000000","1","tidak memiliki"
"BATIK -RUSMIYAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","20","2003","8","225000000","32000000","1","tidak memiliki"
"USAHA BATIK - MISTIYEH","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","23","2000","8","230000000","28000000","1","tidak memiliki"
"BATIK MURYATI","DSN RENGPERENG (KECAMATAN TANJUNG BUMI)","18","2005","8","250000000","30000000","1","tidak memiliki"
"BATIK-HASANAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","24","1999","8","250000000","35000000","1","SIUP"
"USAHA BATIK - SALIMA","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","23","2000","8","250000000","40000000","1","tidak memiliki"
"BATIK -EMRIYAH","DUSUN BATES (KECAMATAN TANJUNG BUMI)","18","2005","8","250000000","40000000","1","tidak memiliki"
"BATIK-WATIK","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","17","2006","8","250000000","50000000","1","tidak memiliki"
"BATIK-FAUZAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","28","1995","8","250000000","70000000","1","tidak memiliki"
"BATIK-HASANATUL HOSNIYAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","250000000","75000000","1","tidak memiliki"
"USAHA BATIK - SUYATI","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","25","1998","8","280000000","26000000","1","tidak memiliki"
"USAHA BATIK - SITI","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","24","1999","8","290000000","30000000","1","tidak memiliki"
"USAHA BATIK - RODIYAH","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","24","1999","8","300000000","24000000","1","tidak memiliki"
"USAHA BATIK - TIRAHMAH","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","24","1999","8","300000000","28000000","1","tidak memiliki"
"USAHA BATIK - SAMDA","DSN. GUWEH (KECAMATAN TANJUNG BUMI)","24","1999","8","300000000","34000000","1","tidak memiliki"
"USAHA BATIK - SUMAIYAH","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","26","1997","8","300000000","35000000","1","tidak memiliki"
"USAHA BATIK - ALISA","DSN. GUWEH (KECAMATAN TANJUNG BUMI)","19","2004","8","300000000","36000000","1","tidak memiliki"
"BATIK-HJ RUDAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","30","1993","8","300000000","50000000","1","SIUP"
"BATIK-SUSMIATI","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","18","2005","8","300000000","57000000","1","tidak memiliki"
"BATIK-KIPTIYAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","24","1999","8","300000000","70000000","1","tidak memiliki"
"BATIK-RAMLAN","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","300000000","90000000","1","tidak memiliki"
"BATIK-NYI MOHDAR","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","33","1990","8","300000000","10000000","1","tidak memiliki"
"BATIK-HJ AZIZAH","DSN. BATES, PASESEH (KECAMATAN TANJUNG BUMI)","20","2003","8","300000000","11000000","1","tidak memiliki"
"USAHA BATIK - NINGRATI","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","23","2000","8","310000000","23000000","1","tidak memiliki"
"USAHA BATIK - RAMLAH","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","24","1999","8","320000000","25000000","1","SIUP"
"USAHA BATIK - SITTI","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","24","1999","8","320000000","58000000","1","tidak memiliki"
"BATIK -SAHRIYEH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","23","2000","8","350000000","25000000","1","tidak memiliki"
"BATIK IDA FITRIYA","DSN RENGPERENG (KECAMATAN TANJUNG BUMI)","20","2003","8","350000000","45000000","1","tidak memiliki"
"BATIK -HONISAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","350000000","53000000","1","tidak memiliki"
"BATIK -DEWI","DUSUN BATES (KECAMATAN TANJUNG BUMI)","20","2003","8","350000000","57500000","1","tidak memiliki"
"USAHA BATIK - SUMIATI","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","25","1998","8","400000000","25000000","1","tidak memiliki"
"USAHA BATIK - SANISA","DSN. GUWEH (KECAMATAN TANJUNG BUMI)","18","2005","8","400000000","37000000","1","SIUP"
"BATIK -MARIYAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","25","1998","8","400000000","60000000","1","SIUP"
"USAHA BATIK - SARUM","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","24","1999","8","450000000","15000000","1","SIUP"
"BATIK -SALIMA","DUSUN BATES (KECAMATAN TANJUNG BUMI)","20","2003","8","450000000","35000000","1","SIUP"
"BATIK TULIS -HALIMA","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","20","2003","8","450000000","40000000","1","SIUP"
"BATIK-DAHMINI","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","19","2004","8","450000000","90000000","1","SIUP"
"USAHA BATIK - TABRI","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","22","2001","8","500000000","18000000","1","SIUP"
"BATIK TULIS -ROBIATUL","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","20","2003","8","500000000","20000000","1","SIUP"
"BATIK TULIS SEHILAH","DSN. JETREBUNG (KECAMATAN TANJUNG BUMI)","33","1990","8","500000000","25000000","1","SIUP"
"USAHA BATIK - MEDEH","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","25","1998","8","500000000","30000000","1","SIUP"
"USAHA BATIK - SUHARTATIK","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","25","1998","8","500000000","35000000","1","SIUP"
"USAHA BATIK - SUBAIDAH","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","25","1998","8","500000000","38000000","1","SIUP"
"BATIK TULIS SOLEHA","DSN. JETREBUNG (KECAMATAN TANJUNG BUMI)","20","2003","8","500000000","45000000","1","SIUP"
"BATIK-HINDUN","DSN. BATES, PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","500000000","10500000","1","SIUP"
"USAHA BATIK - HJ. RUSIDAH","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","23","2000","8","550000000","20000000","1","SIUP"
"BATIK TULIS HANANAH","DSN. JETREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","8","600000000","37000000","1","SIUP"
"BATIK-RODIYAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","31","1992","8","600000000","45000000","1","SIUP"
"BATIK MONIYAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","600000000","80000000","1","SIUP"
"USAHA BATIK - B. SAMSU","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","18","2005","8","700000000","11000000","1","SIUP"
"USAHA BATIK - RITI","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","24","1999","8","700000000","15000000","1","SIUP"
"USAHA BATIK-B.NEWATI","DSN. GUWEH (KECAMATAN TANJUNG BUMI)","23","2000","8","700000000","25000000","1","SIUP"
"BATIK TULIS HJ. ZAHROH","DSN. JETREBUNG (KECAMATAN TANJUNG BUMI)","20","2003","8","700000000","30000000","1","SIUP"
"BATIK TULIS-HOMSIYAH","DSN KRAMAT (KECAMATAN BANGKALAN)","28","1995","8","700000000","35000000","1","SIUP"
"BATIK-MAISUN","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","24","1999","8","700000000","70000000","1","SIUP"
"USAHA BATIK -SANI","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","20","2003","8","750000000","13000000","1","SIUP"
"USAHA BATIK - TUKIYAH","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","25","1998","8","750000000","14000000","1","SIUP"
"USAHA BATIK - B. KARDI","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","23","2000","8","750000000","18000000","1","SIUP"
"USAHA BATIK - B. MARDIYEH","DSN. GUWEH (KECAMATAN TANJUNG BUMI)","22","2001","8","750000000","20000000","1","SIUP"
"BATIK-YAYAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","25","1998","8","750000000","35000000","1","SIUP"
"USAHA BATIK - BEYYID","DSN. GUWEH (KECAMATAN TANJUNG BUMI)","25","1998","8","750000000","40000000","1","SIUP"
"BATIK TULIS SITI RAMYAH","DSN. JETREBUNG (KECAMATAN TANJUNG BUMI)","18","2005","8","750000000","42000000","1","SIUP"
"USAHA BATIK - DIDIK","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","22","2001","8","800000000","20000000","1","SIUP"
"USAHA BATIK - B. ATRAWI","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","19","2004","8","800000000","20000000","1","SIUP"
"USAHA BATIK -SAMINTEN","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","28","1995","8","800000000","21000000","1","SIUP"
"USAHA BATIK - BUNAIYAH","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","26","1997","8","800000000","25000000","1","SIUP"
"USAHA BATIK - B. SORIKAN","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","22","2001","8","800000000","25000000","1","SIUP"
"BATIK TULIS-HJ HAMIDAH","DSN KRAMAT (KECAMATAN BANGKALAN)","23","2000","8","800000000","40000000","1","SIUP"
"BATIK TULIS MASRIPAH","DSN. JETREBUNG (KECAMATAN TANJUNG BUMI)","18","2005","8","800000000","50000000","1","SIUP"
"BATIK -HJ.SUMINI","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","26","1997","8","800000000","57000000","1","SIUP"
"BATIK -SUMARNI","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","25","1998","8","800000000","67000000","1","SIUP"
"USAHA BATIK - NIPAH","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","22","2001","8","850000000","15000000","1","SIUP"
"BATIK TULIS-HJ ROMLAH","DSN KRAMAT (KECAMATAN BANGKALAN)","23","2000","8","900000000","50000000","1","SIUP"
"BATIK -AZIZAH","DUSUN BATES (KECAMATAN TANJUNG BUMI)","19","2004","8","100000000","60000000","1","SIUP"
"BATIK -HJ.NASIRA","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","25","1998","8","100000000","65000000","1","proses pengurusan"
"BATIK -MUZAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","17","2006","8","100000000","70000000","1","SIUP"
"BATIK MURNIATI","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","25","1998","8","100000000","90000000","1","SIUP"
"BATIK-SAKDIYAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","20","2003","8","100000000","15000000","1","SIUP"
"BATIK-SITI AMINAH","DSN. BATES, PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","150000000","90000000","1","SIUP"
"BATIK-MINATUN","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","23","2000","8","150000000","18000000","1","SIUP"
"USAHA BATIK - MANINTEN","DUSUN. PANGALANGAN (KECAMATAN TANJUNG BUMI)","19","2004","8","170000000","27000000","1","SIUP"
"USAHA INDUSTRI BATIK - RUSKIYAH","DUSUN. PANGALANGAN (KECAMATAN TANJUNG BUMI)","18","2005","8","206400000","34450000","1","SIUP"
"USAHA INDUSTRI BATIK-FATIMA","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","17","2006","8","206400000","39000000","1","SIUP"
"USAHA BATIK - B.SAKDIYAH","DUSUN. PANGALANGAN (KECAMATAN TANJUNG BUMI)","19","2004","8","220000000","31000000","1","SIUP"
"USAHA MEMBATIK - ASKAM","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","22","2001","8","220000000","34000000","1","SIUP"
"USAHA INDUSTRI BATIK - MUHARRAM","DUSUN. PANGALANGAN (KECAMATAN TANJUNG BUMI)","16","2007","8","220000000","36000000","1","tidak memiliki"
"USAHA BATIK - MORATIP","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","25","1998","8","240000000","38000000","1","tidak memiliki"
"USAHA BATIK - B. MAT","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","19","2004","8","400000000","61000000","1","tidak memiliki"
"BATIK-ASIA","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","400000000","98000000","1","tidak memiliki"
"USAHA BATIK - ASWIYEH","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","24","1999","8","450000000","15000000","1","tidak memiliki"
"USAHA BATIK - B. MARDI","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","26","1997","8","800000000","18000000","1","tidak memiliki"
"USAHA BATIK - B. MISRATUN","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","20","2003","8","800000000","18000000","1","tidak memiliki"
"BATIK TULIS -JURIYAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","33","1990","8","150000000","35000000","1","tidak memiliki"
"BATIK-NURHALIMAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","23","2000","8","400000000","10000000","1","tidak memiliki"
"BATIK-SARIMAH","DSN. BATES, PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","175000000","97000000","1","tidak memiliki"
"BATIK TULIS -LILIK","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","30","1993","8","45000000","42000000","1","tidak memiliki"
"BATIK TULIS-SITI","DSN KRAMAT (KECAMATAN BANGKALAN)","22","2001","8","300000000","15000000","1","tidak memiliki"
"BATIK RENGRENGAN/NASIR","DSN BAJIK (KECAMATAN TANJUNG BUMI)","27","1996","4","52000000","42000000","1","tidak memiliki"
"BATIK TULIS - SUHAR","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","60000000","60000000","1","tidak memiliki"
"USAHA BATIK - SUMAIRAH","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","23","2000","8","750000000","20000000","1","tidak memiliki"
"USAHA BATIK - SAFIA","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","22","2001","8","800000000","20000000","1","tidak memiliki"
"USAHA MEMBATIK-MAIMUNA","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","19","2004","8","200000000","32000000","1","tidak memiliki"
"USAHA MEMBATIK-SALAMA","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","15","2008","8","300000000","24000000","1","tidak memiliki"
"USAHA MEMBATIK-NASIHA","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","16","2007","8","300000000","33000000","1","tidak memiliki"
"USAHA MEMBATIK-PASIA","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","16","2007","8","300000000","48000000","1","SIUP"
"USAHA BATIK-SARI","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","19","2004","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS -ROBIATUL","DUSUN BATES (KECAMATAN TANJUNG BUMI)","17","2006","8","200000000","6500000","1","tidak memiliki"
"BATIK TULIS - MAK IDAH","DSN PADANGDANG (KECAMATAN TRAGAH)","25","1998","4","45000000","2700000","1","tidak memiliki"
"BATIK TULIS - UMRIYAH","DSN PADANGDANG (KECAMATAN TRAGAH)","22","2001","4","65000000","9000000","1","tidak memiliki"
"USAHA BATIK - NADIFAH","DUSUN PENGALANGAN (KECAMATAN TANJUNG BUMI)","23","2000","8","175000000","35000000","1","tidak memiliki"
"BATIK TULIS -HOTIMAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","31","1992","8","200000000","5000000","1","tidak memiliki"
"BATIK TULIS-DITA VERA S","DSN RENGPERENG (KECAMATAN TANJUNG BUMI)","16","2007","8","200000000","5000000","1","tidak memiliki"
"BATIK TULIS -SULIDAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","17","2006","8","200000000","6500000","1","tidak memiliki"
"BATIK TULIS-ARSIMAN","DSN RENGPERENG (KECAMATAN TANJUNG BUMI)","14","2009","8","200000000","6500000","1","proses pengurusan"
"BATIK TULIS -TIJEH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","26","1997","8","200000000","7000000","1","tidak memiliki"
"BATIK TULIS -NAWATI","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","21","2002","8","200000000","7000000","1","tidak memiliki"
"BATIK TULIS -HJ.PARIDAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","21","2002","8","200000000","7000000","1","tidak memiliki"
"BATIK TULIS -AFIFAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","16","2007","8","200000000","7000000","1","tidak memiliki"
"USAHA BATIK - MARYAMAH","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","20","2003","8","230000000","25000000","1","tidak memiliki"
"USAHA BATIK - NORTIMA","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","25","1998","8","245000000","27000000","1","tidak memiliki"
"BATIK TULIS -HALIMA","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","21","2002","8","250000000","6000000","1","tidak memiliki"
"BATIK TULIS -DEWI PUJI ASTUTIK","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","14","2009","8","250000000","6000000","1","tidak memiliki"
"BATIK TULIS -SARI","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","24","1999","8","250000000","7000000","1","tidak memiliki"
"BATIK TULIS -SUHAIRIYAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","23","2000","8","250000000","7000000","1","tidak memiliki"
"BATIK TULIS -JURIYAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","20","2003","8","250000000","7000000","1","tidak memiliki"
"BATIK TULIS -BUSINI","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","17","2006","8","250000000","7000000","1","tidak memiliki"
"BATIK TULIS SUMARNI","DSN RENGPERENG (KECAMATAN TANJUNG BUMI)","14","2009","8","250000000","7000000","1","SIUP"
"BATIK TULIS -HJ.MAISURAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","14","2009","8","250000000","7000000","1","tidak memiliki"
"USAHA BATIK - MURSIDAH","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","17","2006","8","250000000","26000000","1","tidak memiliki"
"BATIK TULIS -TIPAH","DUSUN BATES (KECAMATAN TANJUNG BUMI)","23","2000","8","300000000","6000000","1","tidak memiliki"
"BATIK TULIS -MARHUMAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","22","2001","8","300000000","6000000","1","tidak memiliki"
"BATIK TULIS -HJ.BADRIYAH","DUSUN PASESEH (KECAMATAN TANJUNG BUMI)","23","2000","8","300000000","7000000","1","tidak memiliki"
